name,所在地,TEL,url,営業時間,定休日,image_url,免許
Eプロジェクト,沖縄県与那原町与那原 3628-6,098-944-3626,https://www.e-uchina.net/fudosan_kaisha/5731,10:00〜18:00,日曜日・祝日・第2第4土曜日,https://cdn.e-uchina.net/media/shop/005731/bf91d2fe0d664d32af5526168be483030c7a8834.jpg,沖縄県知事免許(3)第4026号
(株)Eホーム,沖縄県那覇市松川 728,098-884-1146,https://www.e-uchina.net/fudosan_kaisha/5748,09:00〜17:30,第1第3土曜日・日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/005748/e7b836d0bc69359accf20ab1b2c6a4cd7b798320.jpg,沖縄県知事免許(3)第3966号
【飯田グループホールディングス】ホームトレードセンター株式会社　沖縄中央営業所,沖縄県北谷町上勢頭 550-3,0120-627-888,https://www.e-uchina.net/fudosan_kaisha/7763,10:00〜19:0009:00〜18:00,水曜日・お盆・GW・年末年始,https://cdn.e-uchina.net/media/shop/007763/185524d0c6daad9fb0577560b6331e2aac5c1cf7.jpg,国土交通大臣免許(3)第8044号
【飯田グループホールディングス】ホームトレードセンター株式会社　沖縄営業所,沖縄県那覇市天久 2-30-20 オクテラス1F,0120-99-1885,https://www.e-uchina.net/fudosan_kaisha/7378,平日 10:00〜19:00祝休日 09:00〜18:00,水曜日,https://cdn.e-uchina.net/media/shop/007378/4f77e824370cd446c41a438255dfde852aa3a7df.jpg,国土交通大臣免許（3）第8044号
(株)飯田産業　沖縄店,沖縄県那覇市銘苅 293-1 ハピネス新都心1F,0120-154-889,https://www.e-uchina.net/fudosan_kaisha/6704,09:00〜18:00 営業時間外でもお客様のご都合に添えるよう努めております！,水曜日,https://cdn.e-uchina.net/media/shop/006704/3193b61b04a3ff1745b8275766d500d569272938.jpg,国土交通大臣（9）第3306号
【飯田グループホームディングス】ホームトレードセンター株式会社　名護営業所,沖縄県名護市宮里 6-2-9,0980-43-8589,https://www.e-uchina.net/fudosan_kaisha/7962,平日 10:00〜19:00土・日・祝 09:00〜18:00,水曜日・年末年始,https://cdn.e-uchina.net/media/shop/007962/0a237dcdf653211951068a71a3a2cc531909faa3.jpg,国土交通大臣免許(3)第8044号
いい部屋ネット　那覇国場店/株式会社ハウスバンクWATARI,沖縄県那覇市国場 512,098-853-0707,https://www.e-uchina.net/fudosan_kaisha/5240,月-金曜日 10:00〜17:00土曜日 10:00〜17:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005240/548b4d71c1c7a94663f265bd9abf1c98555302e2.jpg,沖縄県知事免許(4)第3701号
伊江島不動産,沖縄県伊江村東江上 215,0980-49-5765,https://www.e-uchina.net/fudosan_kaisha/6367,09:00〜18:00,日曜日･年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(4)第3650号
家じまん　（株）セレクト産業,沖縄県南風原町津嘉山 492-3,098-851-7700,https://www.e-uchina.net/fudosan_kaisha/7325,平日 09:00〜18:00日曜/祝祭日 10:00〜17:00,年末年始,https://cdn.e-uchina.net/media/shop/007325/b8f405036edd8dcab2bbf8f09083ba37165a7b54.jpg,沖縄県知事番号（2）4800
ｲｴｽﾃｰｼｮﾝ沖縄ナハ北店(有)ｻﾝｻﾝ沖縄,沖縄県那覇市古島 1-26-1 サンサンビル1階,098-938-3000,https://www.e-uchina.net/fudosan_kaisha/5489,10:00〜18:00,水曜日（GW、お盆、年末年始休暇）,https://cdn.e-uchina.net/media/shop/005489/937ef35efa4b2a50ee76eba37e1b59424db87643.jpg,沖縄県知事免許(6)第3051号
いえんちゅhome,沖縄県沖縄市上地 2-16-10 トーマ開発上地ビル1F,098-989-8894,https://www.e-uchina.net/fudosan_kaisha/7305,10:00〜20:00,第2・第4火曜日・水曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(1)第4776号
井川不動産,鹿児島県奄美市名瀬朝仁新町 19-11,0997-56-8258,https://www.e-uchina.net/fudosan_kaisha/7911,09:00〜18:00,土曜日、日曜日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事免許（５）第００５００８号
池田不動産株式会社,鹿児島県奄美市名瀬古田町 10-6,0997-53-1190,https://www.e-uchina.net/fudosan_kaisha/7904,日〜土 09:00〜19:00,お盆、正月,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事(3)第5640号
石垣・八重山移住計画株式会社,沖縄県石垣市登野城 1-4 2F,0980-87-9700,https://www.e-uchina.net/fudosan_kaisha/7987,09:00〜18:00,水・日・祭日・お盆・GW・年末年始,https://cdn.e-uchina.net/media/shop/007987/16640ac483ae2ef256727d24c878cb5301e804e4.jpg,沖縄県知事免許(1)第5365号
(株)イシカワ地建,沖縄県沖縄市久保田 1-1-23,098-930-1351,https://www.e-uchina.net/fudosan_kaisha/5861,月ー金 09:00〜17:30,土・日・祝日,https://cdn.e-uchina.net/media/shop/005861/4607e2c2568ae3367a1f0048bc9e12636c912504.jpg,沖縄県知事免許(３)第4299号
イシケンハウジング,沖縄県北谷町浜川 215-4 2F,098-983-7337,https://www.e-uchina.net/fudosan_kaisha/7892,月〜金 09:00〜17:00,土・日・米国祝日・年末年始,https://cdn.e-uchina.net/media/shop/007892/ef7d5fafbbc8646584513dfc3b856a31fa8ae6a6.jpg,沖縄県知事(5)第3370号
株式会社　泉工房,沖縄県北谷町宮城,0120-05-9368,https://www.e-uchina.net/fudosan_kaisha/7470,09:00〜18:00,不定休、年末年始,https://cdn.e-uchina.net/media/shop/007470/67d30db92cbe669b2e991b51a538d0d8c6a69199.jpg,沖縄県知事（2）第4680号
いずみ不動産商事,沖縄県那覇市古島 2-6-1,098-884-1148,https://www.e-uchina.net/fudosan_kaisha/5187,09:00〜18:00,日曜・祝祭日,https://cdn.e-uchina.net/media/shop/005187/5e0ce84002bcd1985b4a06a6a151d94965c226a4.jpg,沖縄県知事免許(8)第1799号
イソラ株式会社,沖縄県沖縄市比屋根 6-4-22,098-959-6569,https://www.e-uchina.net/fudosan_kaisha/7660,09:00〜18:00,,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(1)第5007号
(有)一銀サービス,沖縄県那覇市久茂地 2-14-21,098-867-6417,https://www.e-uchina.net/fudosan_kaisha/5019,09:00〜18:00,土・日・祝日は要予約,https://cdn.e-uchina.net/media/shop/005019/7707a64c309883c0843d36c03b8f405b56b83104.jpg,沖縄県知事免許(10)第1169号
イチフジ株式会社,沖縄県浦添市前田 4-5-9,098-988-0065,https://www.e-uchina.net/fudosan_kaisha/7221,月-金 09:30〜18:30,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/007221/6ce9174cc884038caa092842ad703ccc4deefa2f.jpg,沖縄県知事免許番号(2)第4634号
有限会社いっきゅう商事,沖縄県沖縄市登川 2-27-5,098-929-1930,https://www.e-uchina.net/fudosan_kaisha/6281,09:00〜18:00,土曜・日曜・祝祭日,https://cdn.e-uchina.net/media/shop/006281/fc66fda7d9d1a81fe8ca81d775ecdaaef2a8f702.jpg,沖縄県知事免許(5)第3419号
(株)一心住宅,沖縄県那覇市樋川 1-33-1 1Ｆ,098-855-2390,https://www.e-uchina.net/fudosan_kaisha/5847,平日 09:00〜17:00,土曜日・日曜日・祝日・GW・年末年始,https://cdn.e-uchina.net/media/shop/005847/2546de540b9e93b61187cd39cca97eba6969b421.jpg,沖縄県知事免許(3)第4281号
(有)イッセイ住宅,沖縄県浦添市屋富祖 1-6-1,098-878-0012,https://www.e-uchina.net/fudosan_kaisha/5166,平日・土曜 09:00〜18:00,日・祝祭日・年末年始,https://cdn.e-uchina.net/media/shop/005166/48533d6331c5e661d3943757f97a5e30fb3a9290.jpg,沖縄県知事免許(8)第1922号
(有)糸数商事,沖縄県那覇市牧志 3-4-14 2Ｆ,098-863-3001,https://www.e-uchina.net/fudosan_kaisha/5448,09:00〜18:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005448/92c44dcece31fd91a3ca06e23d486c04cc5c1af8.jpg,沖縄県知事免許(10)第1308号
(有)イトミン,沖縄県那覇市松川 2-5-2,098-886-8946,https://www.e-uchina.net/fudosan_kaisha/5497,10:00〜18:00,土・日・祝祭日,https://cdn.e-uchina.net/media/shop/005497/e6133fbd08d80245d58443f6917afc41ff2e81c7.jpg,沖縄県知事免許(4)第3716号
糸村不動産,沖縄県那覇市辻 1-14-11 2F,098-866-6044,https://www.e-uchina.net/fudosan_kaisha/7183,09:00〜17:00,土曜日・日曜日・祝祭日,https://cdn.e-uchina.net/media/shop/007183/eb53c24bb7dda0eeb684120f34931e69bc416b0c.jpg,沖縄県知事免許(２)第4598号
株式会社　西富濱,沖縄県宜野湾市志真志 1-5-10,098-917-1023,https://www.e-uchina.net/fudosan_kaisha/5629,月ー土 09:30〜18:30,日曜日,https://cdn.e-uchina.net/media/shop/005629/1a19ecbc1d236ad66bbf5835347340af0242d5cd.jpg,沖縄県知事免許(1)第4438号
伊礼住宅サービス(同),沖縄県那覇市首里平良町 2-8,098-886-8888,https://www.e-uchina.net/fudosan_kaisha/5390,10:00〜17:30,日曜日,https://cdn.e-uchina.net/media/shop/005390/c7ef04d4ec1fe0f81b1062184263e9ba043fa2ba.jpg,沖縄県知事免許(1)第5223号
イワモト株式会社,沖縄県那覇市泊 2-10-4 301,080-6486-3183,https://www.e-uchina.net/fudosan_kaisha/6526,09:00〜17:00,土、日、年末年始,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事(1)第5668号
株式会社WILL 那覇インター店,沖縄県南風原町新川 98-1,098-889-0455,https://www.e-uchina.net/fudosan_kaisha/5799,09:00〜18:00,年中無休,https://cdn.e-uchina.net/media/shop/005799/62c1726dd82ac78018848e48f1fd049c87de8b74.jpg,沖縄県知事免許(2)第4464号
合同会社ヴィレッジ,沖縄県沖縄市照屋 5-18-20 2A,098-989-4141,https://www.e-uchina.net/fudosan_kaisha/7627,09:00〜17:00,日曜日・GW・お盆・年末年始,https://cdn.e-uchina.net/media/shop/007627/80500b8659dcb917d8e381dcd10aae2c659adc72.jpg,沖縄県知事(2)第４８３９号
ウインドウ,鹿児島県奄美市名瀬長浜町 32-3,0997-53-8872,https://www.e-uchina.net/fudosan_kaisha/7928,09:00〜18:00,不定休,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,鹿児島県知事（3）第5466号
株式会社　ウェーブリゾート　普天間本店,沖縄県宜野湾市普天間 1-9-1,098-988-1850,https://www.e-uchina.net/fudosan_kaisha/7810,09:00〜18:00,年中無休（GW・お盆・年末年始除く）,https://cdn.e-uchina.net/media/shop/007810/02b66d099592f42244352d4472c32027bb353228.jpg,沖縄県知事（2）4936号
(有)上田不動産 賃貸部,沖縄県浦添市大平 1-23-12,098-878-3010,https://www.e-uchina.net/fudosan_kaisha/5105,09:00〜18:00,日祝祭日 年末年始,https://cdn.e-uchina.net/media/shop/005105/831c84281ecb76958d40af4df35a31cfb0e29c46.jpg,沖縄県知事免許(11)第1057号
(有)上田不動産 売買部,沖縄県浦添市大平 1-23-12,098-879-8155,https://www.e-uchina.net/fudosan_kaisha/5305,09:00〜18:00,日祝祭日,https://cdn.e-uchina.net/media/shop/005305/c667fdac9ebe184e15620a9d3b21fa6ff12495ed.jpg,沖縄県知事免許(11)第1057号
うえはら不動産,沖縄県那覇市田原 4-12-4,098-851-5348,https://www.e-uchina.net/fudosan_kaisha/7403,09:30〜18:00,日・祝日・年末年始,https://cdn.e-uchina.net/media/shop/007403/5622ea9117bf88346b4f4d35bb51e4b13ce0a28d.jpg,沖縄県知事（２）第４８８６号
上間不動産,沖縄県北谷町北谷 2-19-4 1F,098-936-7500,https://www.e-uchina.net/fudosan_kaisha/5062,10:00〜18:00 12：00-13：00お昼休み有り,日・祝祭日,https://cdn.e-uchina.net/media/shop/005062/ab719fc56a9195ff59d7530248de7047561b3ac3.jpg,沖縄県知事免許(10)第1785号
ウェルカム不動産,沖縄県北谷町吉原 737-2,098-936-3939,https://www.e-uchina.net/fudosan_kaisha/7993,10:00〜18:00,水曜日・祝・お盆・年末年始,https://cdn.e-uchina.net/media/shop/007993/82c9344a6254ce2d1f368d12a993a5c49b7c4759.jpg,沖縄県知事(1)5558号
(有)うふにし開発,沖縄県読谷村波平 845-5,098-958-6880,https://www.e-uchina.net/fudosan_kaisha/5190,09:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/005190/ea928d272170a01a146b9de8085c15a89451f8ab.jpg,沖縄県知事免許(6)第3099号
株式会社海と山,沖縄県那覇市泊 3-10-12,050-8892-8688,https://www.e-uchina.net/fudosan_kaisha/6495,10:00〜18:00,日曜日,https://cdn.e-uchina.net/media/shop/006495/a4e2c58dd5dcea994f5483825c4c49da4611c23b.jpg,沖縄県知事免許（1）第5636号
umui（株）,沖縄県那覇市小禄 1238,098-911-5452,https://www.e-uchina.net/fudosan_kaisha/7365,09:00〜18:00,土・日・祝,https://cdn.e-uchina.net/media/shop/007365/7033983a4755f374ac01d42a910a97830b063071.jpg,沖縄県知事（1）第4850号
（株）うりずん,沖縄県名護市三原 214-10,0120-153-301,https://www.e-uchina.net/fudosan_kaisha/7966,平日 10:00〜18:00,土日祝,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事（1）第5409号
(有)うるま産業,沖縄県うるま市栄野比 45-1,098-979-4888,https://www.e-uchina.net/fudosan_kaisha/5939,営業A 08:30〜18:30営業B,日曜,https://cdn.e-uchina.net/media/shop/005939/d3027bf61d937362245b82f9c7fe98568dec1390.jpg,沖縄県知事免許(4)第3772号
うるま東不動産,沖縄県うるま市勝連平安名 1791-1,098-978-6189,https://www.e-uchina.net/fudosan_kaisha/5505,09:00〜18:00,日曜・祝祭日,https://cdn.e-uchina.net/media/shop/005505/ee1282851a8eea0f30f2413f8571a3d1d067341e.jpg,沖縄県知事免許(1)第4814号
うるま不動産,沖縄県浦添市伊祖 2-16-15,098-876-5553,https://www.e-uchina.net/fudosan_kaisha/5044,09:00〜18:00,日曜日・GW・お盆・年末年始,https://cdn.e-uchina.net/media/shop/005044/2bc81a17b5acf1801ceea6ff71a1ffad781022fc.jpg,沖縄県知事免許(9)第1716号
合同会社 a.and.A,沖縄県与那原町与那原 3858-2,098-963-9716,https://www.e-uchina.net/fudosan_kaisha/7379,月～土 08:30〜17:30,日・祝,https://cdn.e-uchina.net/media/shop/007379/a457d06fe555cc31425f9e0093be96a503696fa2.jpg,沖縄県知事（2）４７５７
ＡＨＣ株式会社,沖縄県糸満市西崎町 3-7-7,098-992-5522,https://www.e-uchina.net/fudosan_kaisha/7383,月～金 09:30〜18:30第2・第4土 09:30〜17:00,第1第3第5土・日・祝・ＧＷ・旧盆・年末年始（12/29～1/3）,https://cdn.e-uchina.net/media/shop/007383/151fd82f8fbb08d171436ade3a6414e53b3d8967.jpg,沖縄県知事免許(2)第4693号
(有)エースハウジング,沖縄県沖縄市高原 3-7-9,098-923-2039,https://www.e-uchina.net/fudosan_kaisha/6546,08:30〜17:00,土・日･祝日,https://cdn.e-uchina.net/media/shop/006546/2a99b522d3a9ee5faabacd85afbb5f37fa1f58f8.jpg,沖縄県知事免許(4)第3679号
エーピー不動産,沖縄県沖縄市美原 4-15-19 102号室,098-937-0628,https://www.e-uchina.net/fudosan_kaisha/7267,09:00〜18:00,日曜祝日,https://cdn.e-uchina.net/media/shop/007267/d3473dc00c698c21c86b2bc17f0def4ee8ef7985.jpg,沖縄県知事免許(1)第4702号
合同会社エール企画,沖縄県南城市大里字稲嶺 98-1 102,098-988-0766,https://www.e-uchina.net/fudosan_kaisha/5244,09:00〜17:00,土・日曜日,https://cdn.e-uchina.net/media/shop/005244/6256f5af40f3acc45eef67149d5ad6ecbe6e3d79.jpg,沖縄県知事免許(1)第5488号
エールクリエイト(株),沖縄県那覇市泊 1-11-9,098-860-2929,https://www.e-uchina.net/fudosan_kaisha/7239,10:00〜19:00,毎週火曜・水曜（祝祭日営業）,https://cdn.e-uchina.net/media/shop/007239/1c94c800171604304e23d0a0c2663985c2b53ad1.jpg,国土交通大臣(2)第8803号
(株)エールプロデュース,沖縄県那覇市小禄 799,098-996-4091,https://www.e-uchina.net/fudosan_kaisha/5569,09:00〜19:00,水曜日,https://cdn.e-uchina.net/media/shop/005569/1e2731848d7201bc1eae2c044a4ca10d9387d2b0.jpg,沖縄県知事免許(3)第4076号
栄一総建,沖縄県うるま市天願 138 1F 2F,098-960-3338,https://www.e-uchina.net/fudosan_kaisha/7953,09:00〜17:00,土日祝祭日,https://cdn.e-uchina.net/media/shop/007953/aab4c7b10aaa75131275f048c4cb912a59c1a3ef.jpg,沖縄県知事（1）5462号
(有)永代住宅,沖縄県沖縄市松本 4-21-23,098-929-1122,https://www.e-uchina.net/fudosan_kaisha/5651,09:00〜18:00,日・祝祭日,https://cdn.e-uchina.net/media/shop/005651/fdb1d0034bb8c840dd4f7fb289be777bb35e349b.jpg,沖縄県知事免許(2)第3672号
(株)エイト企画沖縄不動産,沖縄県糸満市喜屋武 1303-1,098-800-1770,https://www.e-uchina.net/fudosan_kaisha/7735,10:00〜18:00,不定休,https://cdn.e-uchina.net/media/shop/007735/162d9257a29316f02f32605fb8985977cddc96ea.jpg,沖縄県知事第(1)5253号
エイブルNW 石垣島店 株式会社イトマックス,沖縄県石垣市真栄里 284-1,0980-87-7272,https://www.e-uchina.net/fudosan_kaisha/7874,月〜土 09:00〜18:00,日曜日・お盆・GW・年末年始,https://cdn.e-uchina.net/media/shop/007874/2e2b212de5894c47d0017766b26fc26d043a71c7.jpg,沖縄県知事(2)第4843号
株式会社えがお不動産,沖縄県沖縄市美里 1-16-1,098-975-7537,https://www.e-uchina.net/fudosan_kaisha/7612,09:00〜21:00,年中無休,https://cdn.e-uchina.net/media/shop/007612/d18ce3fef4c3648c767838168e8bd8b94f8dad74.jpg,沖縄県知事免許（1）第5037号
エキスパート企画,沖縄県那覇市国場 720-5,098-996-1805,https://www.e-uchina.net/fudosan_kaisha/5508,09:00〜18:00,日曜日・GW・年末年始,https://cdn.e-uchina.net/media/shop/005508/c439edd8f4e1d50a4a558c15c8cba3a4afe8ff96.jpg,沖縄県知事免許(4)第3814号
株式会社　エキスパートデザイン,沖縄県浦添市屋富祖 2-16-17,090-9786-9456,https://www.e-uchina.net/fudosan_kaisha/7954,月〜金 09:00〜18:00,土、日、祝祭日,https://cdn.e-uchina.net/media/shop/007954/3a8227bced80549c03cdc8857bdc5fb0d2a929e4.jpg,沖縄県知事（1）第5500号
エクスト,沖縄県那覇市寄宮 1-9-12 サンヴェール神原,098-987-4810,https://www.e-uchina.net/fudosan_kaisha/5690,月ー金 09:00〜18:00,土曜・日曜・祝日,https://cdn.e-uchina.net/media/shop/005690/74d82eba7c4da32abbfda11ff84c3bd2e0b21925.jpg,沖縄県知事免許(3)第4122号
エクセルホーム,沖縄県浦添市港川 1-12-11,098-943-2133,https://www.e-uchina.net/fudosan_kaisha/6470,月-土 09:00〜18:00営業B,水曜日・祝日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(4)第3533号
エコハウジング,沖縄県南風原町本部 145-4,098-851-3530,https://www.e-uchina.net/fudosan_kaisha/5504,月ー金 09:00〜18:00,土・日・祝日,https://cdn.e-uchina.net/media/shop/005504/97e7452aae9d916c2ff988c41d30e99b6576d8b5.jpg,沖縄県知事免許(1)第4982号
エスジー開発,沖縄県沖縄市泡瀬 3-47-15 101号室,098-988-5932,https://www.e-uchina.net/fudosan_kaisha/7397,09:00〜17:00,土・日・祝日,https://www.e-uchina.net/asset/front/img/no-thumbnail.jpg,沖縄県知事免許(2)第4744号
エスタス,沖縄県那覇市安里 3-1-35 儀間AP1F,098-953-2377,https://www.e-uchina.net/fudosan_kaisha/7407,09:00〜17:00,年中無休,https://cdn.e-uchina.net/media/shop/007407/9bf515f3d2a64923ce261cd412657943becc8f37.jpg,沖縄県知事免許（2）第4909号
エステート・プラン(有)安信サービス,沖縄県那覇市安謝 292-5 1Ｆ,098-860-7620,https://www.e-uchina.net/fudosan_kaisha/5966,09:00〜18:00,ナシ　但し年末年始は除く,https://cdn.e-uchina.net/media/shop/005966/e78243a88e9a42ee482ab3cf92806f59b4fc1034.jpg,沖縄県知事免許(3)第3906号
